Wall time,Step,Value
1775838711.8670182,4030000,-58070892.0
1775838770.9109652,4040000,-57969764.0
1775838776.355107,4050000,-57964456.0
1775838781.6970718,4060000,-57917172.0
1775838842.5225854,4070000,-57883432.0
1775838848.2809064,4080000,-58018316.0
1775838853.7382858,4090000,-57957320.0
1775838913.9292252,4100000,-57967292.0
1775838921.1932917,4110000,-57943720.0
1775838926.6179352,4120000,-57991848.0
1775838932.1725807,4130000,-57810144.0
1775838991.8931332,4140000,-57982840.0
1775838997.279038,4150000,-58088176.0
1775839002.658465,4160000,-58135612.0
1775839063.0127532,4170000,-57912668.0
1775839068.5184627,4180000,-57947140.0
1775839073.9251137,4190000,-57949316.0
1775839133.2205517,4200000,-57940424.0
1775839140.1283529,4210000,-57982036.0
1775839145.5284004,4220000,-57876864.0
1775839207.3029504,4230000,-57873400.0
1775839212.7635398,4240000,-57786244.0
1775839218.2610974,4250000,-57909300.0
1775839223.6208773,4260000,-57795708.0
1775839282.6210341,4270000,-57796764.0
1775839287.9937537,4280000,-57689144.0
1775839293.4089994,4290000,-57863036.0
1775839352.5643475,4300000,-57659812.0
1775839359.2451556,4310000,-57756676.0
1775839364.595183,4320000,-57700584.0
1775839425.0976682,4330000,-57590280.0
1775839430.527898,4340000,-57599896.0
1775839435.9206421,4350000,-57704612.0
1775839441.405797,4360000,-57713088.0
1775839501.0125728,4370000,-57681276.0
1775839506.448722,4380000,-57770916.0
1775839511.7454047,4390000,-57666536.0
1775839569.2111902,4400000,-57814476.0
1775839576.0279799,4410000,-57765576.0
1775839581.314558,4420000,-57659424.0
1775839639.4803302,4430000,-57685756.0
1775839644.9239979,4440000,-57629652.0
1775839650.292488,4450000,-57829512.0
1775839711.1322706,4460000,-57863800.0
1775839716.8888044,4470000,-57811372.0
1775839722.259761,4480000,-57824120.0
1775839727.63162,4490000,-57955072.0
1775839787.7764409,4500000,-57760492.0
1775839794.7375872,4510000,-57833252.0
1775839800.152106,4520000,-57918892.0
1775839860.666668,4530000,-57753196.0
1775839866.048387,4540000,-57800860.0
1775839871.3706381,4550000,-57837468.0
1775839930.7524166,4560000,-57812740.0
1775839936.2907932,4570000,-57765760.0
1775839941.8011296,4580000,-57834884.0
1775839947.118752,4590000,-58035456.0
1775840005.735196,4600000,-57645852.0
1775840012.6808043,4610000,-57878812.0
1775840017.9710286,4620000,-57949180.0
1775840079.3797467,4630000,-57748452.0
1775840084.9606624,4640000,-57754140.0
1775840090.663131,4650000,-57933888.0
1775840154.4653592,4660000,-57864960.0
1775840159.8766277,4670000,-57724672.0
1775840165.2410517,4680000,-57786056.0
1775840227.624578,4690000,-57940880.0
1775840233.0168366,4700000,-58170900.0
1775840240.2551765,4710000,-58079772.0
1775840245.6258917,4720000,-58015448.0
1775840305.7709432,4730000,-58191180.0
1775840311.2555752,4740000,-58096088.0
1775840317.0618222,4750000,-58017768.0
1775840388.8897347,4760000,-57983504.0
1775840394.8599498,4770000,-57854756.0
1775840400.825304,4780000,-57805196.0
1775840473.0317879,4790000,-58240272.0
1775840479.1085129,4800000,-57991452.0
1775840486.9978433,4810000,-57960160.0
1775840561.1564326,4820000,-58044408.0
1775840567.2336679,4830000,-57895596.0
1775840573.5429647,4840000,-58103304.0
1775840580.0119379,4850000,-58017276.0
1775840655.778849,4860000,-57863220.0
1775840661.7505667,4870000,-57986768.0
1775840667.6153116,4880000,-58010000.0
1775840739.2391703,4890000,-57929084.0
1775840745.4646773,4900000,-58034220.0
1775840753.039143,4910000,-58128268.0
1775840823.4569454,4920000,-57965532.0
1775840829.7321494,4930000,-57871060.0
1775840835.9420724,4940000,-57922372.0
1775840842.0828454,4950000,-57919356.0
1775840916.5725303,4960000,-57863744.0
1775840922.7466774,4970000,-57804516.0
1775840929.1897385,4980000,-57813052.0
1775841001.3960173,4990000,-57907308.0
1775841007.208396,5000000,-57844464.0
1775841014.8488472,5010000,-57784300.0
